Station ID,State,City,Station Name,Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T08:45:00.000000+0000,0.11,0.33,0.02,0.03,0.04,,0.04,0.0,0.17,0.01,,,,,,,0.08,0.01,0.76,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T09:00:00.000000+0000,0.97,2.8,0.16,0.23,0.38,,0.36,0.03,1.47,0.06,,,,,,,0.7,0.05,6.55,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T09:15:00.000000+0000,0.97,2.8,0.16,0.23,0.38,,0.36,0.03,1.47,0.06,,,,,,,0.7,0.05,6.55,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T09:30:00.000000+0000,0.97,2.8,0.16,0.23,0.38,,0.36,0.03,1.47,0.06,,,,,,,0.7,0.05,6.55,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T09:45:00.000000+0000,0.85,2.47,0.14,0.21,0.34,,0.32,0.02,1.3,0.05,,,,,,,0.62,0.04,5.79,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T10:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T10:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T10:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T10:45:00.000000+0000,0.84,2.44,0.14,0.2,0.33,,0.32,0.02,1.29,0.05,,,,,,,0.61,0.04,5.71,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T11:00:00.000000+0000,7.24,21.0,1.17,1.75,2.86,,2.71,0.21,11.05,0.45,,,,,,,5.24,0.37,49.14,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T11:15:00.000000+0000,7.24,21.0,1.17,1.75,2.86,,2.71,0.21,11.05,0.45,,,,,,,5.24,0.37,49.14,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T11:30:00.000000+0000,7.24,21.0,1.17,1.75,2.86,,2.71,0.21,11.05,0.45,,,,,,,5.24,0.37,49.14,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T11:45:00.000000+0000,6.4,18.56,1.03,1.55,2.53,,2.4,0.18,9.77,0.4,,,,,,,4.63,0.33,43.43,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T12:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T12:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T12:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T12:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T13:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T13:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T13:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T13:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T14:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T14:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T14:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T14:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T15:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T15:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T15:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T15:45:00.000000+0000,61.69,178.89,9.94,14.91,24.37,,23.1,1.77,94.15,3.85,,,,,,,44.63,3.18,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T16:00:00.000000+0000,482.76,,77.78,116.67,190.74,,180.81,0.01,,30.13,,,,,,,,24.87,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T16:15:00.000000+0000,482.76,,77.78,116.67,190.74,,180.81,0.01,,30.13,,,,,,,,24.87,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T16:30:00.000000+0000,482.76,,77.78,116.67,190.74,,180.81,0.01,,30.13,,,,,,,,24.87,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T16:45:00.000000+0000,417.3,,67.23,100.85,164.87,,156.29,0.01,,26.05,,,,,,,,21.5,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T17:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T17:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T17:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T17:45:00.000000+0000,1.41,4.08,0.23,0.34,0.56,,0.53,0.04,2.15,0.09,,,,,,,1.02,0.07,9.54,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T18:00:00.000000+0000,10.14,29.4,1.63,2.45,4.01,,3.8,0.29,15.47,0.63,,,,,,,7.34,0.52,68.8,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T18:15:00.000000+0000,10.14,29.4,1.63,2.45,4.01,,3.8,0.29,15.47,0.63,,,,,,,7.34,0.52,68.8,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T18:30:00.000000+0000,10.14,29.4,1.63,2.45,4.01,,3.8,0.29,15.47,0.63,,,,,,,7.34,0.52,68.8,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T18:45:00.000000+0000,8.76,25.39,1.41,2.12,3.46,,3.28,0.25,13.36,0.55,,,,,,,6.34,0.45,59.41,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T19:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T19:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T19:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T19:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T20:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T20:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T20:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T20:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T21:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T21:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T21:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T21:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T22:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T22:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T22:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T22:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T23:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T23:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T23:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-02T23:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T00:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T00:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T00:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T00:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T01:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T01:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T01:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T01:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T02:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T02:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T02:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T02:45:00.000000+0000,0.07,0.19,0.01,0.02,0.03,,0.02,0.0,0.1,0.0,,,,,,,0.05,,0.45,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T03:00:00.000000+0000,0.48,1.4,0.08,0.12,0.19,,0.18,0.01,0.74,0.03,,,,,,,0.35,0.02,3.28,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T03:15:00.000000+0000,0.48,1.4,0.08,0.12,0.19,,0.18,0.01,0.74,0.03,,,,,,,0.35,0.02,3.28,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T03:30:00.000000+0000,0.48,1.4,0.08,0.12,0.19,,0.18,0.01,0.74,0.03,,,,,,,0.35,0.02,3.28,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T03:45:00.000000+0000,0.48,1.4,0.08,0.12,0.19,,0.18,0.01,0.74,0.03,,,,,,,0.35,0.02,3.28,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T04:00:00.000000+0000,0.48,1.4,0.08,0.12,0.19,,0.18,0.01,0.74,0.03,,,,,,,0.35,0.02,3.28,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T04:15:00.000000+0000,0.48,1.4,0.08,0.12,0.19,,0.18,0.01,0.74,0.03,,,,,,,0.35,0.02,3.28,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T04:30:00.000000+0000,0.48,1.4,0.08,0.12,0.19,,0.18,0.01,0.74,0.03,,,,,,,0.35,0.02,3.28,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T04:45:00.000000+0000,0.42,1.21,0.07,0.1,0.16,,0.16,0.01,0.64,0.03,,,,,,,0.3,0.02,2.83,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T05:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T05:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T05:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T05:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T06:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T06:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T06:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T06:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T07:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T07:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T07:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T07:45:00.000000+0000,1.65,4.77,0.27,0.4,0.65,,0.62,0.05,2.51,0.1,,,,,,,1.19,0.08,11.17,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T08:00:00.000000+0000,12.07,35.0,1.94,2.92,4.77,,4.52,0.35,18.42,0.75,,,,,,,8.73,0.62,81.9,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T08:15:00.000000+0000,12.07,35.0,1.94,2.92,4.77,,4.52,0.35,18.42,0.75,,,,,,,8.73,0.62,81.9,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T08:30:00.000000+0000,12.07,35.0,1.94,2.92,4.77,,4.52,0.35,18.42,0.75,,,,,,,8.73,0.62,81.9,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T08:45:00.000000+0000,11.02,31.95,1.77,2.66,4.35,,4.13,0.32,16.81,0.69,,,,,,,7.97,0.57,74.75,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T09:00:00.000000+0000,4.34,12.6,0.7,1.05,1.72,,1.63,0.12,6.63,0.27,,,,,,,3.14,0.22,29.48,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T09:15:00.000000+0000,4.34,12.6,0.7,1.05,1.72,,1.63,0.12,6.63,0.27,,,,,,,3.14,0.22,29.48,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T09:30:00.000000+0000,4.34,12.6,0.7,1.05,1.72,,1.63,0.12,6.63,0.27,,,,,,,3.14,0.22,29.48,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T09:45:00.000000+0000,4.81,13.94,0.77,1.16,1.9,,1.8,0.14,7.33,0.3,,,,,,,3.48,0.25,32.61,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T10:00:00.000000+0000,7.72,22.4,1.24,1.87,3.05,,2.89,0.22,11.79,0.48,,,,,,,5.59,0.4,52.42,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T10:15:00.000000+0000,7.72,22.4,1.24,1.87,3.05,,2.89,0.22,11.79,0.48,,,,,,,5.59,0.4,52.42,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T10:30:00.000000+0000,7.72,22.4,1.24,1.87,3.05,,2.89,0.22,11.79,0.48,,,,,,,5.59,0.4,52.42,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T10:45:00.000000+0000,9.9,28.7,1.59,2.39,3.91,,3.71,0.28,15.11,0.62,,,,,,,7.16,0.51,67.16,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T11:00:00.000000+0000,23.66,68.6,3.81,5.72,9.35,,8.86,0.68,36.11,1.48,,,,,,,17.12,1.22,160.52,,0.0,,823.2,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T11:15:00.000000+0000,23.66,68.6,3.81,5.72,9.35,,8.86,0.68,36.11,1.48,,,,,,,17.12,1.22,160.52,,0.0,,823.2,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T11:30:00.000000+0000,23.66,68.6,3.81,5.72,9.35,,8.86,0.68,36.11,1.48,,,,,,,17.12,1.22,160.52,,0.0,,823.2,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T11:45:00.000000+0000,20.96,60.77,3.38,5.06,8.28,,7.85,0.6,31.99,1.31,,,,,,,15.16,1.08,142.21,,0.0,,729.27,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T12:00:00.000000+0000,3.86,11.2,0.62,0.93,1.53,,1.45,0.11,5.89,0.24,,,,,,,2.79,0.2,26.21,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T12:15:00.000000+0000,3.86,11.2,0.62,0.93,1.53,,1.45,0.11,5.89,0.24,,,,,,,2.79,0.2,26.21,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T12:30:00.000000+0000,3.86,11.2,0.62,0.93,1.53,,1.45,0.11,5.89,0.24,,,,,,,2.79,0.2,26.21,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T12:45:00.000000+0000,3.97,11.52,0.64,0.96,1.57,,1.49,0.11,6.06,0.25,,,,,,,2.87,0.2,26.96,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T13:00:00.000000+0000,4.83,14.0,0.78,1.17,1.91,,1.81,0.14,7.37,0.3,,,,,,,3.49,0.25,32.76,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T13:15:00.000000+0000,4.83,14.0,0.78,1.17,1.91,,1.81,0.14,7.37,0.3,,,,,,,3.49,0.25,32.76,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T13:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T13:45:00.000000+0000,241.38,,38.89,58.33,95.37,,90.4,6.91,,15.07,,,,,,,,12.44,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T14:00:00.000000+0000,482.76,,77.78,116.67,190.74,,180.81,0.01,,30.13,,,,,,,,24.87,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T14:15:00.000000+0000,482.76,,77.78,116.67,190.74,,180.81,0.01,,30.13,,,,,,,,24.87,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T14:30:00.000000+0000,482.76,,77.78,116.67,190.74,,180.81,0.01,,30.13,,,,,,,,24.87,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T14:45:00.000000+0000,418.05,,67.35,101.03,165.17,,156.57,0.01,,26.1,,,,,,,,21.54,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T15:00:00.000000+0000,8.21,23.8,1.32,1.98,3.24,,3.07,0.23,12.53,0.51,,,,,,,5.94,0.42,55.69,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T15:15:00.000000+0000,8.21,23.8,1.32,1.98,3.24,,3.07,0.23,12.53,0.51,,,,,,,5.94,0.42,55.69,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T15:30:00.000000+0000,8.21,23.8,1.32,1.98,3.24,,3.07,0.23,12.53,0.51,,,,,,,5.94,0.42,55.69,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T15:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T16:00:00.000000+0000,5.98,23.8,0.96,1.44,2.36,,2.24,0.17,9.13,0.37,,,,,,,4.33,0.31,40.58,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T16:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T16:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T16:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T17:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T17:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T17:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T17:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T18:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T18:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T18:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T18:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T19:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T19:15:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T19:30:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T19:45:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
site_292,Maharashtra,Pune,"Karve Road, Pune - MPCB",2024-08-03T20:00:00.000000+0000,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,0.0,,,
